id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RPS6KA5	5	0.37955	0.57478	0.999998	1542	2	-0.048085	0.26996	0.47062	0.999998	1070	2	-0.048085
MAP4K1	5	0.37971	0.57491	0.999998	1543	2	-0.043303	0.51688	0.67015	0.999998	1593	2	-0.043303
STYK1	5	0.37973	0.57493	0.999998	1544	2	-0.057539	0.77182	0.81966	0.999998	2106	1	-0.057539
PTPN18_P1	5	0.38052	0.57549	0.999998	1545	1	0.071916	0.22242	0.40787	0.999998	916	3	0.071916
non-targeting_00070	1	0.38066	0.3803	0.978206	1546	1	-0.08991	0.61934	0.6188	0.999998	1856	0	-0.08991
GRIA2	4	0.38079	0.5362	0.999998	1547	2	0.013037	0.36781	0.51978	0.999998	1264	2	0.013037
SLC25A20	5	0.38104	0.57586	0.999998	1548	2	0.14538	0.25124	0.4462	0.999998	1002	3	0.14538
ITPKA	5	0.38133	0.57601	0.999998	1549	2	-0.03423	0.24907	0.44329	0.999998	1000	2	-0.03423
MMP8	5	0.38209	0.57653	0.999998	1550	1	0.2553	0.021054	0.068463	0.657644	290	4	0.2553
TTBK2	5	0.38311	0.57718	0.999998	1551	2	-0.0034462	0.38626	0.56851	0.999998	1306	2	-0.0034462
SLC13A2	5	0.38366	0.57759	0.999998	1552	2	-0.048775	0.46062	0.62563	0.999998	1465	2	-0.048775
TNNI3	5	0.38457	0.57823	0.999998	1553	2	-0.063927	0.55566	0.70076	0.999998	1679	2	-0.063927
PIP	5	0.38522	0.5787	0.999998	1554	2	-0.011127	0.615	0.74965	0.999998	1842	1	-0.011127
PAK2	5	0.38548	0.57886	0.999998	1555	2	-0.054892	0.80442	0.83594	0.999998	2169	1	-0.054892
CHM	5	0.38574	0.57902	0.999998	1556	1	0.0076952	0.61396	0.74877	0.999998	1838	2	0.0076952
MKNK2_P2	5	0.38626	0.57933	0.999998	1557	1	0.12202	0.13857	0.29214	0.999998	669	3	0.12202
P2RY12	5	0.38652	0.57945	0.999998	1558	1	-0.027034	0.9011	0.9016	0.999998	2413	1	-0.027034
HTR1B	5	0.38704	0.57983	0.999998	1559	2	-0.044732	0.81511	0.84166	0.999998	2195	1	-0.044732
FOLR3_P1	5	0.38716	0.57992	0.999998	1560	2	-0.032771	0.78348	0.82529	0.999998	2131	1	-0.032771
non-targeting_00001	1	0.38765	0.38748	0.979112	1561	1	-0.094553	0.61235	0.61189	0.999998	1834	0	-0.094553
INPP5F_ENST00000361976.2	5	0.38808	0.58049	0.999998	1562	1	0.19266	0.16539	0.33024	0.999998	743	3	0.19266
PRKAG3	5	0.38862	0.58081	0.999998	1563	2	0.05832	0.43523	0.60563	0.999998	1411	2	0.05832
SGK2	5	0.38878	0.58091	0.999998	1564	2	-0.0073393	0.43603	0.60625	0.999998	1414	2	-0.0073393
SLK	5	0.38894	0.581	0.999998	1565	2	0.09331	0.19372	0.36929	0.999998	834	3	0.09331
SIK3	5	0.38938	0.58128	0.999998	1566	1	0.092332	0.55416	0.69958	0.999998	1674	2	0.092332
PDE8A_P1	5	0.38989	0.58169	0.999998	1567	1	0.030437	0.43731	0.60726	0.999998	1420	2	0.030437
CYGB	5	0.39056	0.58214	0.999998	1568	2	0.00040339	0.89223	0.89374	0.999998	2378	1	0.00040339
ABCE1	5	0.39088	0.58241	0.999998	1569	2	0.93802	0.021066	0.068505	0.657644	291	3	0.93802
PPIC	5	0.39144	0.58291	0.999998	1570	2	0.049941	0.29669	0.50202	0.999998	1141	1	0.049941
NDUFA4L2	5	0.39222	0.58344	0.999998	1571	1	0.030107	0.58465	0.72455	0.999998	1754	2	0.030107
DUSP7_P2	5	0.39234	0.58353	0.999998	1572	2	-0.0048218	0.62255	0.75583	0.999998	1867	2	-0.0048218
non-targeting_00118	1	0.39249	0.3923	0.979112	1573	1	-0.06486	0.60751	0.60715	0.999998	1823	0	-0.06486
non-targeting_00244	1	0.39334	0.39307	0.979112	1574	1	-0.04571	0.60666	0.60629	0.999998	1818	0	-0.04571
GUCA1A_P1	5	0.3938	0.58453	0.999998	1575	2	0.067675	0.40119	0.57973	0.999998	1338	2	0.067675
PRKRA	5	0.39402	0.58471	0.999998	1576	2	-0.078049	0.60724	0.74312	0.999998	1821	1	-0.078049
OXSR1	5	0.39479	0.58534	0.999998	1577	1	0.10234	0.16233	0.32606	0.999998	735	3	0.10234
PNLIP	5	0.39531	0.58574	0.999998	1578	1	0.11435	0.047932	0.13598	0.916867	409	4	0.11435
GDI1	5	0.39582	0.58611	0.999998	1579	1	0.23472	0.071921	0.19089	0.999998	500	3	0.23472
RARG_P2	5	0.39608	0.58626	0.999998	1580	1	0.31354	0.056723	0.1566	0.970008	442	4	0.31354
CAMKK2	5	0.39659	0.58667	0.999998	1581	1	-0.0090621	0.58829	0.72756	0.999998	1767	2	-0.0090621
SIK1	5	0.39752	0.58728	0.999998	1582	2	-0.052846	0.58091	0.72168	0.999998	1741	1	-0.052846
NADSYN1	5	0.39784	0.58747	0.999998	1583	2	0.04821	0.15797	0.31991	0.999998	722	2	0.04821
EHHADH	5	0.39881	0.58822	0.999998	1584	2	-0.039494	0.93999	0.94019	0.999998	2570	0	-0.039494
non-targeting_00055	1	0.39887	0.3985	0.98221	1585	1	-0.073969	0.60113	0.60088	0.999998	1809	0	-0.073969
SLC1A4	5	0.3989	0.58828	0.999998	1586	2	0.090292	0.20151	0.37991	0.999998	856	3	0.090292
CDKN1C	5	0.39914	0.58845	0.999998	1587	2	-0.058369	0.60658	0.74256	0.999998	1817	2	-0.058369
CDKN2C_P1	5	0.39962	0.58881	0.999998	1588	2	0.056827	0.23357	0.42249	0.999998	951	2	0.056827
ATP5C1	5	0.40017	0.58926	0.999998	1589	1	1.5823	0.00064973	0.0029455	0.071296	117	4	1.5823
TPMT	5	0.40043	0.58943	0.999998	1590	1	0.041871	0.44244	0.61117	0.999998	1428	2	0.041871
non-targeting_00195	1	0.40079	0.40029	0.983191	1591	0	-0.069361	0.59921	0.59883	0.999998	1801	0	-0.069361
NDUFS5_P2	5	0.40094	0.58984	0.999998	1592	1	0.046143	0.50791	0.66286	0.999998	1576	2	0.046143
F9	5	0.40119	0.58997	0.999998	1593	2	-0.020917	0.57099	0.7134	0.999998	1717	2	-0.020917
MMP25	5	0.40349	0.59161	0.999998	1594	2	0.033442	0.012806	0.046476	0.543879	239	2	0.033442
non-targeting_00117	1	0.40363	0.40305	0.985354	1595	0	-0.33381	0.59637	0.59594	0.999998	1793	0	-0.33381
non-targeting_00219	1	0.40387	0.40322	0.985354	1596	0	-0.057299	0.59613	0.59573	0.999998	1791	0	-0.057299
ALPL_P1	5	0.40625	0.59359	0.999998	1597	2	0.10194	0.26074	0.45845	0.999998	1031	3	0.10194
SYTL4	4	0.40634	0.5603	0.999998	1598	1	0.052422	0.48925	0.63665	0.999998	1535	2	0.052422
CACNB2_P2	5	0.40641	0.59368	0.999998	1599	2	0.07275	0.26871	0.46891	0.999998	1064	1	0.07275
KIT	5	0.40754	0.59451	0.999998	1600	1	0.036262	0.79313	0.82999	0.999998	2151	1	0.036262
FGFR2	5	0.40779	0.59474	0.999998	1601	1	-0.016921	0.5922	0.73087	0.999998	1778	2	-0.016921
C17orf75	5	0.40835	0.59518	0.999998	1602	2	0.073054	0.24855	0.44256	0.999998	998	3	0.073054
PGAM2	5	0.40956	0.59613	0.999998	1603	2	0.21019	0.069545	0.18554	0.999998	493	3	0.21019
AMN_P1	5	0.40996	0.59639	0.999998	1604	2	-0.077038	0.60672	0.74271	0.999998	1819	2	-0.077038
SLC18A2	5	0.41032	0.59666	0.999998	1605	1	0.054511	0.90086	0.90137	0.999998	2412	1	0.054511
PRKD2_P1	5	0.41132	0.59733	0.999998	1606	2	-0.051545	0.23975	0.43068	0.999998	970	2	-0.051545
PDE6G	5	0.41233	0.59812	0.999998	1607	2	-0.021285	0.58814	0.72742	0.999998	1766	1	-0.021285
PPT1	5	0.41358	0.59911	0.999998	1608	1	0.1011	0.19617	0.37265	0.999998	846	3	0.1011
non-targeting_00204	1	0.41393	0.41355	0.988636	1609	0	-0.054301	0.58607	0.58561	0.999998	1760	0	-0.054301
PYGL	5	0.41433	0.59967	0.999998	1610	1	0.035134	0.93744	0.9376	0.999998	2557	0	0.035134
non-targeting_00099	1	0.41501	0.41459	0.988636	1611	0	-0.052805	0.58499	0.58457	0.999998	1756	0	-0.052805
PLA2G7	5	0.41577	0.60067	0.999998	1612	2	0.065662	0.018303	0.061009	0.630857	268	2	0.065662
PRKAG2_ENST00000287878.4	5	0.41609	0.6009	0.999998	1613	2	-0.054483	0.92616	0.92615	0.999998	2504	0	-0.054483
CTSF	5	0.41658	0.60131	0.999998	1614	2	-0.08131	0.49356	0.65158	0.999998	1545	2	-0.08131
CHRNB1	5	0.41722	0.60179	0.999998	1615	2	0.14702	0.15574	0.3167	0.999998	712	3	0.14702
NDUFA2	5	0.41733	0.60189	0.999998	1616	1	1.1857	0.010182	0.038948	0.496856	220	4	1.1857
MYLK_ENST00000360304.3	5	0.41835	0.60261	0.999998	1617	2	-0.025078	0.52334	0.67506	0.999998	1608	2	-0.025078
BMPR1A	5	0.41947	0.60336	0.999998	1618	2	0.27147	0.16487	0.32953	0.999998	740	3	0.27147
MME	5	0.42108	0.60449	0.999998	1619	2	-0.022504	0.26751	0.4674	0.999998	1059	2	-0.022504
EPHA6	5	0.42125	0.60461	0.999998	1620	2	-0.0014822	0.26617	0.46563	0.999998	1052	2	-0.0014822
AK1	5	0.42156	0.60482	0.999998	1621	1	0.15705	0.1113	0.25269	0.999998	597	3	0.15705
ACACB_P2	5	0.42181	0.60502	0.999998	1622	2	-0.032847	0.23428	0.42351	0.999998	953	1	-0.032847
STK11IP	5	0.42302	0.60593	0.999998	1623	2	0.030424	0.22523	0.41157	0.999998	925	1	0.030424
PI4K2B	5	0.42318	0.60604	0.999998	1624	2	0.036699	0.34778	0.53982	0.999998	1230	2	0.036699
EXTL2	5	0.42398	0.6066	0.999998	1625	2	0.10202	0.22312	0.40876	0.999998	918	3	0.10202
PRKCQ	5	0.42404	0.60666	0.999998	1626	1	-0.027151	0.86267	0.87077	0.999998	2303	1	-0.027151
non-targeting_00095	1	0.42454	0.42396	0.989713	1627	0	-0.0743	0.57546	0.57489	0.999998	1729	0	-0.0743
non-targeting_00220	1	0.42461	0.42406	0.989713	1628	0	-0.05229	0.57539	0.57479	0.999998	1728	0	-0.05229
PCTP	5	0.42511	0.60731	0.999998	1629	2	0.10962	0.26111	0.45892	0.999998	1032	3	0.10962
TWF2	5	0.42552	0.60761	0.999998	1630	1	0.21744	0.11418	0.25695	0.999998	606	3	0.21744
CSNK1G3	5	0.42601	0.6079	0.999998	1631	2	0.020931	0.56199	0.70582	0.999998	1693	1	0.020931
SSTR5_P1	5	0.4265	0.60825	0.999998	1632	1	0.30781	0.0339	0.10191	0.815214	346	3	0.30781
CAPNS1	5	0.42675	0.60842	0.999998	1633	1	0.28478	0.01836	0.061166	0.630857	269	4	0.28478
CCBL1	5	0.427	0.60859	0.999998	1634	1	0.21575	0.21887	0.40336	0.999998	907	3	0.21575
HINT1	5	0.42749	0.60887	0.999998	1635	1	0.15739	0.15588	0.31689	0.999998	713	3	0.15739
CDKN2C_P2	5	0.42816	0.60935	0.999998	1636	2	-0.028915	0.91487	0.9151	0.999998	2465	0	-0.028915
MMP26_ENST00000300762.1	5	0.42823	0.60943	0.999998	1637	1	0.028606	0.79094	0.82893	0.999998	2146	1	0.028606
non-targeting_00016	1	0.42922	0.4285	0.99117	1638	0	-0.044377	0.57078	0.5702	0.999998	1716	0	-0.044377
NDUFA10	5	0.42929	0.61027	0.999998	1639	2	0.59553	0.006518	0.026698	0.379944	198	3	0.59553
non-targeting_00038	1	0.4293	0.42858	0.99117	1640	0	-0.048278	0.5707	0.57009	0.999998	1715	0	-0.048278
GSTA4_P1	5	0.42961	0.61049	0.999998	1641	2	0.071008	0.22867	0.41603	0.999998	937	2	0.071008
RLBP1	5	0.42977	0.61058	0.999998	1642	2	0.0078646	0.45218	0.61907	0.999998	1443	2	0.0078646
GADL1	5	0.43019	0.61088	0.999998	1643	2	0.10635	0.21842	0.4027	0.999998	905	2	0.10635
PPFIA4	5	0.43089	0.61142	0.999998	1644	2	0.04535	0.5579	0.70249	0.999998	1683	2	0.04535
non-targeting_00191	1	0.43145	0.4307	0.99328	1645	0	-0.03377	0.56855	0.56795	0.999998	1713	0	-0.03377
MMAB	5	0.43186	0.61217	0.999998	1646	2	-0.052643	0.41933	0.59373	0.999998	1378	1	-0.052643
NDUFS1	5	0.43239	0.61252	0.999998	1647	1	0.80214	0.0069026	0.02824	0.395917	201	4	0.80214
SPHK1	5	0.43314	0.6131	0.999998	1648	2	-0.039788	0.46647	0.63017	0.999998	1478	1	-0.039788
GUCA1A_P2	5	0.43337	0.61323	0.999998	1649	2	-0.079334	0.33691	0.53169	0.999998	1209	2	-0.079334
SPRYD3	5	0.4341	0.61368	0.999998	1650	2	-0.018516	0.90449	0.90477	0.999998	2430	1	-0.018516
SLC22A11	5	0.43523	0.6145	0.999998	1651	2	-0.0425	0.8259	0.84759	0.999998	2211	1	-0.0425
TUBA4A	5	0.43531	0.61456	0.999998	1652	1	0.070827	0.53146	0.68148	0.999998	1624	2	0.070827
ARAF	5	0.43604	0.61508	0.999998	1653	2	0.022755	0.45553	0.62175	0.999998	1452	2	0.022755
PKN2	5	0.43635	0.61533	0.999998	1654	2	-0.047877	0.48166	0.64202	0.999998	1515	2	-0.047877
ZAK	5	0.43653	0.61545	0.999998	1655	1	0.04452	0.31703	0.51705	0.999998	1178	2	0.04452
KCNJ8	5	0.43683	0.61566	0.999998	1656	2	-0.023008	0.59985	0.73702	0.999998	1805	2	-0.023008
ELOVL4	5	0.43699	0.61579	0.999998	1657	2	-0.027812	0.16092	0.32398	0.999998	729	2	-0.027812
MTMR1	5	0.43726	0.61597	0.999998	1658	1	0.15748	0.032727	0.098861	0.8083	338	4	0.15748
non-targeting_00086	1	0.43752	0.43675	0.998096	1659	0	-0.038694	0.56248	0.5619	0.999998	1696	0	-0.038694
EPHA8	5	0.43859	0.61693	0.999998	1660	2	0.0050151	0.45993	0.62514	0.999998	1463	2	0.0050151
DPEP1_P1	5	0.43875	0.61705	0.999998	1661	2	0.10108	0.24721	0.44084	0.999998	996	3	0.10108
PRSS1_P1	5	0.44113	0.61882	0.999998	1662	2	-0.01879	0.55721	0.70197	0.999998	1681	2	-0.01879
NME4	5	0.4418	0.61933	0.999998	1663	2	-0.0077244	0.21493	0.39803	0.999998	892	2	-0.0077244
non-targeting_00108	1	0.44213	0.44135	0.999998	1664	0	-0.064768	0.55787	0.55707	0.999998	1682	0	-0.064768
DLG4_P1	5	0.44233	0.61964	0.999998	1665	2	-0.048159	0.70216	0.79055	0.999998	2003	1	-0.048159
PLOD1	5	0.44257	0.61982	0.999998	1666	1	0.16216	0.11927	0.26458	0.999998	622	3	0.16216
RPS6KC1	5	0.44282	0.62007	0.999998	1667	1	0.088541	0.4917	0.65008	0.999998	1538	2	0.088541
DDR1_P1	5	0.4433	0.62038	0.999998	1668	2	0.022299	0.29987	0.50434	0.999998	1150	1	0.022299
NQO1_P1	5	0.44388	0.62089	0.999998	1669	2	-0.078042	0.3575	0.54743	0.999998	1245	2	-0.078042
DCK	5	0.445	0.62172	0.999998	1670	2	0.20811	0.10216	0.23946	0.999998	574	3	0.20811
GABRQ	5	0.44548	0.62209	0.999998	1671	2	0.057235	0.29333	0.49954	0.999998	1135	2	0.057235
non-targeting_00215	1	0.44559	0.44485	0.999998	1672	0	-0.078827	0.55441	0.55352	0.999998	1675	0	-0.078827
MAP3K10	5	0.4458	0.62235	0.999998	1673	2	-0.026966	0.5342	0.68364	0.999998	1633	2	-0.026966
MMP7	5	0.44642	0.62287	0.999998	1674	1	0.14774	0.11223	0.25403	0.999998	600	3	0.14774
CSNK1G1	5	0.44803	0.62403	0.999998	1675	2	-0.014426	0.88581	0.88817	0.999998	2365	1	-0.014426
NT5M	5	0.44931	0.62494	0.999998	1676	2	-0.048495	0.43378	0.60454	0.999998	1404	2	-0.048495
CROT	5	0.44976	0.62526	0.999998	1677	1	0.05497	0.04482	0.1287	0.886813	402	2	0.05497
CPE	5	0.45106	0.62627	0.999998	1678	2	0.021552	0.22021	0.4051	0.999998	910	2	0.021552
PTPRS	5	0.45166	0.62676	0.999998	1679	1	0.074469	0.27099	0.47194	0.999998	1073	3	0.074469
QPCT	5	0.45261	0.62756	0.999998	1680	1	-0.019631	0.099998	0.23631	0.999998	571	2	-0.019631
HMGCS1	5	0.45309	0.62791	0.999998	1681	1	0.41748	0.0021258	0.0089448	0.167759	151	4	0.41748
GALE	5	0.45378	0.62842	0.999998	1682	2	0.080239	0.60085	0.73795	0.999998	1808	2	0.080239
PAM_ENST00000304400.7	5	0.45427	0.6288	0.999998	1683	2	0.069665	0.24466	0.43741	0.999998	985	3	0.069665
non-targeting_00011	1	0.45551	0.45501	0.999998	1684	0	-0.029184	0.54449	0.54343	0.999998	1655	0	-0.029184
PACSIN1_P1	5	0.4568	0.6306	0.999998	1685	2	-0.015457	0.48134	0.64176	0.999998	1512	2	-0.015457
ACP6	5	0.45711	0.6308	0.999998	1686	1	0.18921	0.1832	0.35516	0.999998	804	3	0.18921
PPP4R1	5	0.45728	0.63089	0.999998	1687	2	0.11569	0.2033	0.38233	0.999998	863	3	0.11569
FADS2_P2	5	0.45752	0.63103	0.999998	1688	2	-0.082772	0.35604	0.54632	0.999998	1242	1	-0.082772
ACAD8	5	0.45776	0.63119	0.999998	1689	2	0.09086	0.28459	0.48928	0.999998	1112	3	0.09086
LYN	5	0.45839	0.63172	0.999998	1690	2	0.13016	0.16142	0.32471	0.999998	731	3	0.13016
ACP5_P2	5	0.45855	0.63183	0.999998	1691	2	0.043744	0.49249	0.6507	0.999998	1540	2	0.043744
HPD	5	0.45875	0.632	0.999998	1692	1	0.011716	0.8618	0.87017	0.999998	2302	1	0.011716
MET	5	0.45922	0.63239	0.999998	1693	2	-0.019499	0.40592	0.58332	0.999998	1350	2	-0.019499
STK31	5	0.46157	0.63408	0.999998	1694	2	0.17474	0.117	0.2612	0.999998	615	3	0.17474
non-targeting_00217	1	0.46204	0.46146	0.999998	1695	0	-0.02333	0.53796	0.53671	0.999998	1644	0	-0.02333
DAO	5	0.46251	0.63471	0.999998	1696	2	-0.029407	0.90842	0.90864	0.999998	2442	1	-0.029407
SLC7A2	5	0.46297	0.63506	0.999998	1697	2	0.080762	0.26635	0.46583	0.999998	1053	3	0.080762
DDR1_P2	5	0.46443	0.63613	0.999998	1698	2	-0.10037	0.90972	0.90992	0.999998	2446	1	-0.10037
HLA-B	5	0.46522	0.63674	0.999998	1699	2	0.006127	0.16558	0.33051	0.999998	744	2	0.006127
LYZ	5	0.46665	0.63782	0.999998	1700	2	-0.016456	0.90007	0.90059	0.999998	2410	1	-0.016456
DGKQ_P1	5	0.4667	0.63786	0.999998	1701	1	0.036672	0.84769	0.86085	0.999998	2268	1	0.036672
SLC7A4	5	0.4674	0.63843	0.999998	1702	2	0.11435	0.084756	0.21321	0.999998	530	2	0.11435
MTMR12	5	0.46839	0.63914	0.999998	1703	2	-0.020559	0.69046	0.78619	0.999998	1980	1	-0.020559
CAMK2B	5	0.46856	0.63926	0.999998	1704	1	-0.031278	0.68577	0.78449	0.999998	1972	1	-0.031278
SLC19A3	5	0.46879	0.63942	0.999998	1705	1	0.042838	0.7609	0.8148	0.999998	2092	1	0.042838
DUSP10	5	0.46948	0.63991	0.999998	1706	1	0.028796	0.49867	0.6556	0.999998	1556	2	0.028796
SGK494	5	0.46982	0.64017	0.999998	1707	2	-0.053554	0.81906	0.84372	0.999998	2202	1	-0.053554
PPP1R14C	5	0.47061	0.64078	0.999998	1708	2	-0.038409	0.96733	0.96786	0.999998	2678	0	-0.038409
MASTL	5	0.47318	0.64264	0.999998	1709	1	0.22556	0.040318	0.11779	0.854865	380	3	0.22556
PPP6C	5	0.47341	0.64288	0.999998	1710	1	0.66061	0.0018773	0.0079904	0.152897	148	4	0.66061
CAMK1G_P1	5	0.47377	0.64317	0.999998	1711	2	-0.013044	0.60386	0.74038	0.999998	1812	2	-0.013044
CDC42SE2	5	0.47387	0.64324	0.999998	1712	1	-0.023053	0.39461	0.57464	0.999998	1324	2	-0.023053
EARS2	5	0.4741	0.64341	0.999998	1713	1	0.87086	0.0038539	0.016031	0.259434	175	4	0.87086
non-targeting_00202	1	0.47487	0.47426	0.999998	1714	0	-0.039564	0.52513	0.52436	0.999998	1611	0	-0.039564
NME1_P1	5	0.47567	0.64457	0.999998	1715	2	0.070851	0.24491	0.43777	0.999998	986	3	0.070851
SMG1	5	0.4774	0.64587	0.999998	1716	2	0.15511	0.095286	0.22933	0.999998	560	3	0.15511
non-targeting_00059	1	0.47764	0.47696	0.999998	1717	0	-0.039078	0.52236	0.52151	0.999998	1604	0	-0.039078
RDH13_P2	5	0.47835	0.64647	0.999998	1718	2	-0.020107	0.61572	0.75019	0.999998	1844	1	-0.020107
non-targeting_00187	1	0.47879	0.47803	0.999998	1719	0	-0.026045	0.52121	0.52031	0.999998	1601	0	-0.026045
EPHA10_P2	5	0.47882	0.64676	0.999998	1720	2	-0.040581	0.91994	0.9201	0.999998	2487	0	-0.040581
PIK3R1	5	0.47959	0.64735	0.999998	1721	2	0.097705	0.14132	0.29602	0.999998	675	2	0.097705
CLEC3B	5	0.4804	0.648	0.999998	1722	2	0.07435	0.33273	0.52853	0.999998	1202	2	0.07435
non-targeting_00042	1	0.48056	0.47972	0.999998	1723	0	-0.015529	0.51944	0.51848	0.999998	1597	0	-0.015529
ESRRG_ENST00000361395.2	5	0.48071	0.64821	0.999998	1724	2	0.0	0.70187	0.79041	0.999998	2002	1	0.0
ENST00000366938.2	5	0.48071	0.64821	0.999998	1725	2	0.0	0.70187	0.79041	0.999998	2000	1	0.0
ENST00000487276.1	5	0.48071	0.64821	0.999998	1726	2	0.0	0.70187	0.79041	0.999998	2001	1	0.0
non-targeting_00021	1	0.48087	0.48	0.999998	1727	0	-0.042412	0.51913	0.51814	0.999998	1596	0	-0.042412
non-targeting_00006	1	0.48217	0.48136	0.999998	1728	0	-0.011793	0.51783	0.51689	0.999998	1595	0	-0.011793
SERPINB2_P2	5	0.483	0.64994	0.999998	1729	1	0.043906	0.60886	0.74447	0.999998	1826	2	0.043906
NT5C	5	0.48307	0.64999	0.999998	1730	2	0.31319	0.047735	0.13552	0.91596	408	3	0.31319
LIAS	5	0.48323	0.65008	0.999998	1731	2	0.40183	0.063488	0.17197	0.999998	471	3	0.40183
ADCK1	5	0.48345	0.65024	0.999998	1732	1	0.10891	0.21535	0.39857	0.999998	894	3	0.10891
GABRA2	5	0.48354	0.65032	0.999998	1733	2	0.068785	0.32689	0.52442	0.999998	1193	2	0.068785
HBB_P2	5	0.48616	0.65237	0.999998	1734	2	-0.030428	0.49468	0.65251	0.999998	1549	1	-0.030428
non-targeting_00136	1	0.48747	0.48664	0.999998	1735	0	-0.025212	0.51253	0.51162	0.999998	1584	0	-0.025212
VRK2	5	0.48904	0.65448	0.999998	1736	2	-0.015368	0.19501	0.37104	0.999998	840	2	-0.015368
ALOX5	5	0.4892	0.6546	0.999998	1737	2	-0.040348	0.021733	0.070249	0.665159	295	2	-0.040348
TUBB2B_P1	5	0.48931	0.65467	0.999998	1738	1	0.080221	0.16692	0.33251	0.999998	749	3	0.080221
UBC	5	0.48998	0.65525	0.999998	1739	1	0.11149	0.11056	0.25161	0.999998	594	3	0.11149
INPP5A	5	0.49029	0.65548	0.999998	1740	2	-0.052549	0.091548	0.22344	0.999998	548	2	-0.052549
SLC6A14	5	0.49066	0.65576	0.999998	1741	2	0.0026528	0.75733	0.81304	0.999998	2085	1	0.0026528
PDE8A_P2	5	0.49108	0.65611	0.999998	1742	2	-0.064169	0.36009	0.54934	0.999998	1251	2	-0.064169
CDK20	5	0.49186	0.65675	0.999998	1743	2	-0.01002	0.02033	0.066501	0.654027	284	2	-0.01002
non-targeting_00184	1	0.49193	0.49093	0.999998	1744	0	-0.01683	0.50807	0.50717	0.999998	1577	0	-0.01683
SDS	5	0.49267	0.6573	0.999998	1745	2	0.015946	0.72326	0.79863	0.999998	2032	1	0.015946
IDH3G	5	0.49296	0.65755	0.999998	1746	2	0.021345	0.89952	0.90012	0.999998	2408	1	0.021345
PHOSPHO2	5	0.49343	0.65787	0.999998	1747	2	0.37181	0.018199	0.060701	0.630857	266	3	0.37181
CKMT1B_ENST00000300283.6	5	0.4939	0.65824	0.999998	1748	2	0.0049181	0.26616	0.46562	0.999998	1050	1	0.0049181
CKMT1A_ENST00000434505.1	5	0.4939	0.65824	0.999998	1749	2	0.0049181	0.26616	0.46562	0.999998	1051	1	0.0049181
CLK2	5	0.49421	0.65849	0.999998	1750	2	0.053071	0.73897	0.80509	0.999998	2052	1	0.053071
INPP5B_P1	5	0.49452	0.65875	0.999998	1751	2	0.011053	0.63857	0.76835	0.999998	1905	1	0.011053
non-targeting_00000	1	0.49462	0.49369	0.999998	1752	0	-0.011697	0.50538	0.5045	0.999998	1570	0	-0.011697
CAMK2G	5	0.49515	0.65921	0.999998	1753	2	0.089028	0.08727	0.21719	0.999998	536	3	0.089028
PFKL_P2	5	0.49601	0.65981	0.999998	1754	2	0.012126	0.57202	0.71424	0.999998	1720	2	0.012126
non-targeting_00019	1	0.49716	0.49624	0.999998	1755	0	-0.010989	0.50284	0.5021	0.999998	1566	0	-0.010989
MAPK13_P1	5	0.4978	0.66115	0.999998	1756	2	-0.045882	0.91803	0.91822	0.999998	2477	0	-0.045882
GLYATL2	5	0.49842	0.66157	0.999998	1757	2	-0.040893	0.91455	0.91476	0.999998	2463	0	-0.040893
EPHA7	5	0.49845	0.6616	0.999998	1758	1	-0.055742	0.81049	0.8391	0.999998	2184	1	-0.055742
AMHR2	5	0.49867	0.66174	0.999998	1759	2	0.034934	0.11897	0.26404	0.999998	620	2	0.034934
STYXL1	5	0.49952	0.66233	0.999998	1760	2	0.052964	0.065136	0.17578	0.999998	475	2	0.052964
C3	5	0.49999	0.66265	0.999998	1761	2	-0.049757	0.71618	0.79584	0.999998	2023	1	-0.049757
PPAP2A	5	0.50123	0.66356	0.999998	1762	2	0.017715	0.44643	0.61453	0.999998	1434	2	0.017715
PTH1R	5	0.50154	0.66385	0.999998	1763	1	0.10561	0.23481	0.42419	0.999998	955	3	0.10561
FAH	5	0.5017	0.66395	0.999998	1764	2	-0.045802	0.60083	0.73794	0.999998	1807	1	-0.045802
SHMT1	5	0.50176	0.66398	0.999998	1765	2	0.096756	0.23219	0.42061	0.999998	947	3	0.096756
GLRB	5	0.50264	0.66463	0.999998	1766	2	0.21144	0.094857	0.22872	0.999998	558	3	0.21144
PHGDH	5	0.5031	0.66496	0.999998	1767	2	0.044661	0.38651	0.56864	0.999998	1308	2	0.044661
AK7	5	0.50417	0.66578	0.999998	1768	2	-0.044601	0.04619	0.13182	0.897361	406	2	-0.044601
LMAN1	5	0.50439	0.66592	0.999998	1769	1	0.15354	0.22699	0.41384	0.999998	930	3	0.15354
SRMS	5	0.50512	0.66645	0.999998	1770	2	0.060524	0.39719	0.5767	0.999998	1329	2	0.060524
CMAS	5	0.50527	0.66654	0.999998	1771	1	0.14338	0.13821	0.29163	0.999998	668	3	0.14338
CDC42BPB	5	0.50571	0.6669	0.999998	1772	2	-0.02787	0.81341	0.84069	0.999998	2192	1	-0.02787
CSNK1A1L	5	0.50592	0.66708	0.999998	1773	2	0.086419	0.26302	0.46139	0.999998	1041	2	0.086419
